Entering constructor for: ReviewPal.ReviewPal2013.DrSmellPackage
Entering Initialize() of: ReviewPal.ReviewPal2013.DrSmellPackage
2022-09-25 12:39:56Z : PB = 435429376 : In   : ---------------------------- StyleCop.StyleCopCore..ctor(environment=<null>, hostTag=<null>)
2022-09-25 15:53:11Z : PB = 713072640 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:53:11Z : PB = 713072640 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:53:11Z : PB = 716500992 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:53:11Z : PB = 716500992 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:53:11Z : PB = 716500992 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:53:11Z : PB = 716500992 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:53:11Z : PB = 716500992 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:53:11Z : PB = 716349440 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:53:11Z : PB = 716349440 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:53:11Z : PB = 716349440 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:53:11Z : PB = 719966208 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:53:11Z : PB = 719966208 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:53:11Z : PB = 719966208 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:53:11Z : PB = 719966208 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:53:11Z : PB = 719966208 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:53:11Z : PB = 719966208 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:53:11Z : PB = 719966208 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:53:11Z : PB = 719966208 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:53:11Z : PB = 723398656 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:53:11Z : PB = 723398656 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:53:11Z : PB = 723398656 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:53:11Z : PB = 723398656 : Out  : --------- StyleCop.StyleCopThread.DoWork()
2022-09-25 15:53:11Z : PB = 723398656 : Out  : -------- StyleCop.StyleCopCore.RunWorkerThreads()=True
2022-09-25 15:53:11Z : PB = 723398656 : Out  : ------- StyleCop.StyleCopCore.Analyze()
2022-09-25 15:53:11Z : PB = 723398656 : Out  : ------ StyleCop.StyleCopCore.FullAnalyze()
2022-09-25 15:53:11Z : PB = 723398656 : In   : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete(sender=[AnalysisThread], e=[EventArgs])
2022-09-25 15:53:11Z : PB = 723398656 : In   : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain(sender=[AnalysisThread], e=[EventArgs])
FeatureEnvyDetector	WARN	Finded Feature Envy
FeatureEnvyDetector	WARN	at C:\Users\kerueilin9\Desktop\Document\window_design\HW1\109590043\HW01\Form1.cs Line 39
FeatureEnvyDetector	WARN	 Homework01.Form1 envy Homework01.Model
FeatureEnvyDetector	WARN	use list:
FeatureEnvyDetector	WARN		GetBookCategories
FeatureEnvyDetector	WARN		GetBookCategories
2022-09-25 15:53:12Z : PB = 723050496 : Out  : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain()
2022-09-25 15:53:12Z : PB = 723050496 : Out  : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete()
2022-09-25 15:53:12Z : PB = 723050496 : Out  : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-09-25 15:55:53Z : PB = 688418816 : In   : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze(full=True, type={Solution}, analysisFileManager=<missing>)
2022-09-25 15:55:53Z : PB = 689909760 : In   : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-09-25 15:55:53Z : PB = 689909760 : Out  : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze()
2022-09-25 15:55:53Z : PB = 689307648 : In   : ------ StyleCop.StyleCopCore.FullAnalyze(projects=[List<CodeProject>: Count = 1])
2022-09-25 15:55:53Z : PB = 689020928 : In   : ------- StyleCop.StyleCopCore.Analyze(projects=[List<CodeProject>: Count = 1], ignoreCache=True, settingsPath=<null>)
2022-09-25 15:55:53Z : PB = 688619520 : In   : -------- StyleCop.StyleCopCore.RunWorkerThreads(data=[Data], count=1)
2022-09-25 15:55:53Z : PB = 688619520 : In   : --------- StyleCop.StyleCopThread.DoWork(sender=<null>)
2022-09-25 15:55:53Z : PB = 688619520 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:55:53Z : PB = 688623616 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:55:53Z : PB = 688885760 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:55:53Z : PB = 688951296 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:55:53Z : PB = 688951296 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:55:53Z : PB = 692584448 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:55:53Z : PB = 692584448 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:55:53Z : PB = 692584448 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:55:53Z : PB = 692584448 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:55:53Z : PB = 692584448 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:55:53Z : PB = 692584448 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:55:53Z : PB = 692584448 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:55:53Z : PB = 692584448 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:55:53Z : PB = 696487936 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:55:53Z : PB = 696487936 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:55:53Z : PB = 696487936 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:55:53Z : PB = 696487936 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:55:53Z : PB = 696033280 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:55:53Z : PB = 696033280 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:55:53Z : PB = 696033280 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:55:53Z : PB = 696033280 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:55:53Z : PB = 699715584 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:55:53Z : PB = 699715584 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:55:53Z : PB = 699715584 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:55:53Z : PB = 699478016 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:55:53Z : PB = 699478016 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:55:53Z : PB = 699482112 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:55:53Z : PB = 699482112 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:55:53Z : PB = 699482112 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:55:53Z : PB = 702939136 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:55:53Z : PB = 702939136 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:55:53Z : PB = 702939136 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:55:53Z : PB = 702939136 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:55:53Z : PB = 702939136 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:55:53Z : PB = 702943232 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:55:53Z : PB = 702943232 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:55:53Z : PB = 702943232 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:55:53Z : PB = 706387968 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:55:53Z : PB = 706387968 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:55:53Z : PB = 706387968 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:55:53Z : PB = 706387968 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:55:53Z : PB = 706387968 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:55:53Z : PB = 706387968 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:55:53Z : PB = 706387968 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:55:53Z : PB = 706387968 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:55:53Z : PB = 709832704 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:55:53Z : PB = 709832704 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:55:53Z : PB = 709832704 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:55:53Z : PB = 709832704 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:55:53Z : PB = 709832704 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:55:53Z : PB = 709832704 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:55:53Z : PB = 709832704 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:55:53Z : PB = 709832704 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:55:53Z : PB = 713814016 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:55:53Z : PB = 713814016 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:55:53Z : PB = 713814016 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:55:53Z : PB = 713814016 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:55:53Z : PB = 713814016 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:55:53Z : PB = 713814016 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:55:53Z : PB = 713814016 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:55:53Z : PB = 713814016 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:55:53Z : PB = 717250560 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:55:53Z : PB = 717250560 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:55:53Z : PB = 717250560 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:55:53Z : PB = 717250560 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:55:53Z : PB = 717250560 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:55:53Z : PB = 717246464 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:55:53Z : PB = 717246464 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:55:53Z : PB = 717246464 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:55:54Z : PB = 720715776 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:55:54Z : PB = 720715776 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:55:54Z : PB = 720715776 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:55:54Z : PB = 720715776 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:55:54Z : PB = 720715776 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:55:54Z : PB = 720715776 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:55:54Z : PB = 720715776 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:55:54Z : PB = 720715776 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:55:54Z : PB = 723890176 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:55:54Z : PB = 723890176 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:55:54Z : PB = 723890176 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:55:54Z : PB = 723890176 : Out  : --------- StyleCop.StyleCopThread.DoWork()
2022-09-25 15:55:54Z : PB = 723890176 : Out  : -------- StyleCop.StyleCopCore.RunWorkerThreads()=True
2022-09-25 15:55:54Z : PB = 723890176 : Out  : ------- StyleCop.StyleCopCore.Analyze()
2022-09-25 15:55:54Z : PB = 723890176 : Out  : ------ StyleCop.StyleCopCore.FullAnalyze()
2022-09-25 15:55:54Z : PB = 723890176 : In   : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete(sender=[AnalysisThread], e=[EventArgs])
2022-09-25 15:55:54Z : PB = 723890176 : In   : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain(sender=[AnalysisThread], e=[EventArgs])
FeatureEnvyDetector	WARN	Finded Feature Envy
FeatureEnvyDetector	WARN	at C:\Users\kerueilin9\Desktop\Document\window_design\HW1\109590043\HW01\Form1.cs Line 38
FeatureEnvyDetector	WARN	 Homework01.Form1 envy Homework01.Model
FeatureEnvyDetector	WARN	use list:
FeatureEnvyDetector	WARN		GetBookCategories
FeatureEnvyDetector	WARN		GetBookCategories
2022-09-25 15:55:54Z : PB = 723353600 : Out  : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain()
2022-09-25 15:55:54Z : PB = 723353600 : Out  : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete()
2022-09-25 15:55:54Z : PB = 723353600 : Out  : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-09-25 15:57:41Z : PB = 695541760 : In   : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze(full=True, type={Solution}, analysisFileManager=<missing>)
2022-09-25 15:57:41Z : PB = 696737792 : In   : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-09-25 15:57:41Z : PB = 696737792 : Out  : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze()
2022-09-25 15:57:41Z : PB = 696737792 : In   : ------ StyleCop.StyleCopCore.FullAnalyze(projects=[List<CodeProject>: Count = 1])
2022-09-25 15:57:41Z : PB = 696123392 : In   : ------- StyleCop.StyleCopCore.Analyze(projects=[List<CodeProject>: Count = 1], ignoreCache=True, settingsPath=<null>)
2022-09-25 15:57:41Z : PB = 696123392 : In   : -------- StyleCop.StyleCopCore.RunWorkerThreads(data=[Data], count=1)
2022-09-25 15:57:41Z : PB = 695820288 : In   : --------- StyleCop.StyleCopThread.DoWork(sender=<null>)
2022-09-25 15:57:41Z : PB = 695820288 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:57:42Z : PB = 695508992 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:57:42Z : PB = 695513088 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:57:42Z : PB = 695513088 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:57:42Z : PB = 695513088 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:57:42Z : PB = 698834944 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:57:42Z : PB = 698834944 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:57:42Z : PB = 698834944 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:57:42Z : PB = 698834944 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:57:42Z : PB = 698834944 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:57:42Z : PB = 698834944 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:57:42Z : PB = 698834944 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:57:42Z : PB = 698834944 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:57:42Z : PB = 702701568 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:57:42Z : PB = 702701568 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:57:42Z : PB = 702701568 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:57:42Z : PB = 702701568 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:57:42Z : PB = 702701568 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:57:42Z : PB = 702701568 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:57:42Z : PB = 702701568 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:57:42Z : PB = 702701568 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:57:42Z : PB = 705720320 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:57:42Z : PB = 705720320 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:57:42Z : PB = 705720320 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:57:42Z : PB = 705720320 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:57:42Z : PB = 705720320 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:57:42Z : PB = 705720320 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:57:42Z : PB = 705720320 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:57:42Z : PB = 705720320 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:57:42Z : PB = 709177344 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:57:42Z : PB = 709177344 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:57:42Z : PB = 709177344 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:57:42Z : PB = 709177344 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:57:42Z : PB = 709177344 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:57:42Z : PB = 709177344 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:57:42Z : PB = 709177344 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:57:42Z : PB = 709177344 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:57:42Z : PB = 712622080 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:57:42Z : PB = 712622080 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:57:42Z : PB = 712622080 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:57:42Z : PB = 712622080 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:57:42Z : PB = 712622080 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:57:42Z : PB = 712626176 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:57:42Z : PB = 712626176 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:57:42Z : PB = 712626176 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
