Entering constructor for: ReviewPal.ReviewPal2013.DrSmellPackage
Entering Initialize() of: ReviewPal.ReviewPal2013.DrSmellPackage
2022-12-04 08:37:35Z : PB = 620113920 : In   : ---------------------------- StyleCop.StyleCopCore..ctor(environment=<null>, hostTag=<null>)
2022-12-04 09:03:07Z : PB = 806072320 : In   : ------ StyleCop.StyleCopCore.FullAnalyze(projects=[List<CodeProject>: Count = 3])
2022-12-04 09:03:07Z : PB = 805449728 : In   : ------- StyleCop.StyleCopCore.Analyze(projects=[List<CodeProject>: Count = 3], ignoreCache=True, settingsPath=<null>)
2022-12-04 09:03:07Z : PB = 805453824 : In   : -------- StyleCop.StyleCopCore.RunWorkerThreads(data=[Data], count=1)
2022-12-04 09:03:07Z : PB = 805453824 : In   : --------- StyleCop.StyleCopThread.DoWork(sender=<null>)
2022-12-04 09:03:07Z : PB = 805453824 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:03:07Z : PB = 805453824 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:03:07Z : PB = 805453824 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:03:07Z : PB = 805453824 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:03:07Z : PB = 805453824 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:03:07Z : PB = 808546304 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:03:07Z : PB = 808546304 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:03:07Z : PB = 808546304 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:03:07Z : PB = 808546304 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:03:07Z : PB = 808546304 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:03:07Z : PB = 807989248 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:03:07Z : PB = 807989248 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:03:07Z : PB = 807989248 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:03:07Z : PB = 811327488 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:03:07Z : PB = 811327488 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:03:07Z : PB = 811327488 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:03:07Z : PB = 811327488 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:03:07Z : PB = 811327488 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:03:07Z : PB = 811327488 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:03:07Z : PB = 811327488 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:03:07Z : PB = 811327488 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:03:07Z : PB = 815382528 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:03:07Z : PB = 815382528 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:03:07Z : PB = 815382528 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:03:07Z : PB = 815382528 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:03:07Z : PB = 815382528 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:03:07Z : PB = 815382528 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:03:07Z : PB = 815382528 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:03:07Z : PB = 815382528 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:03:07Z : PB = 818225152 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:03:07Z : PB = 818225152 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:03:07Z : PB = 818225152 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:03:07Z : PB = 818225152 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:03:07Z : PB = 818225152 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:03:07Z : PB = 818225152 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:03:07Z : PB = 818225152 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:03:07Z : PB = 818225152 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:03:07Z : PB = 822247424 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:03:07Z : PB = 822247424 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:03:07Z : PB = 822247424 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:03:07Z : PB = 822247424 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:03:07Z : PB = 822247424 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:03:07Z : PB = 821833728 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:03:07Z : PB = 821833728 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:03:07Z : PB = 821833728 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:03:07Z : PB = 825114624 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:03:07Z : PB = 825114624 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:03:07Z : PB = 825114624 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:03:07Z : PB = 825114624 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:03:07Z : PB = 825114624 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:03:07Z : PB = 825114624 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:03:07Z : PB = 825114624 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:03:07Z : PB = 825114624 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:03:08Z : PB = 829296640 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:03:08Z : PB = 829296640 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:03:08Z : PB = 829296640 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:03:08Z : PB = 829296640 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:03:08Z : PB = 829296640 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:03:08Z : PB = 828628992 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:03:08Z : PB = 828628992 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:03:08Z : PB = 828628992 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:03:08Z : PB = 832229376 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:03:08Z : PB = 832229376 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:03:08Z : PB = 832229376 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:03:08Z : PB = 832229376 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:03:08Z : PB = 832229376 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:03:08Z : PB = 832229376 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:03:08Z : PB = 832229376 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:03:08Z : PB = 832229376 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:03:08Z : PB = 835997696 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:03:08Z : PB = 835997696 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:03:08Z : PB = 835997696 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:03:08Z : PB = 835997696 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:03:08Z : PB = 835997696 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:03:08Z : PB = 835997696 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:03:08Z : PB = 835997696 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:03:08Z : PB = 835997696 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:03:08Z : PB = 838905856 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:03:08Z : PB = 838905856 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:03:08Z : PB = 838905856 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:03:08Z : PB = 838905856 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:03:08Z : PB = 838905856 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:03:08Z : PB = 838905856 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:03:08Z : PB = 838905856 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:03:08Z : PB = 838905856 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:03:08Z : PB = 843177984 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:03:08Z : PB = 843177984 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:03:08Z : PB = 842366976 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:03:08Z : PB = 842366976 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:03:08Z : PB = 842366976 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:03:08Z : PB = 842371072 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:03:08Z : PB = 842371072 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:03:08Z : PB = 842371072 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:03:08Z : PB = 845803520 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:03:08Z : PB = 845803520 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:03:08Z : PB = 845803520 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:03:08Z : PB = 845803520 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:03:08Z : PB = 845803520 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:03:08Z : PB = 845803520 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:03:08Z : PB = 845803520 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:03:08Z : PB = 845803520 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:03:08Z : PB = 850825216 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:03:08Z : PB = 850825216 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:03:08Z : PB = 850825216 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:03:08Z : PB = 850825216 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:03:08Z : PB = 850825216 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:03:08Z : PB = 849567744 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:03:08Z : PB = 849567744 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:03:08Z : PB = 849567744 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:03:08Z : PB = 853520384 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:03:08Z : PB = 853520384 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:03:08Z : PB = 853520384 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:03:08Z : PB = 853520384 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:03:08Z : PB = 853520384 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:03:08Z : PB = 853520384 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:03:08Z : PB = 853520384 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:03:08Z : PB = 853520384 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:03:08Z : PB = 856829952 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:03:08Z : PB = 856829952 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:03:08Z : PB = 856829952 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:03:08Z : PB = 856829952 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:03:08Z : PB = 856829952 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:03:08Z : PB = 856829952 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:03:08Z : PB = 856829952 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:03:08Z : PB = 856829952 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:03:08Z : PB = 860282880 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:03:08Z : PB = 860282880 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:03:08Z : PB = 860282880 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:03:08Z : PB = 860282880 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:03:08Z : PB = 860282880 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:03:08Z : PB = 860282880 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:03:08Z : PB = 860282880 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:03:08Z : PB = 860282880 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:03:08Z : PB = 865181696 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:03:08Z : PB = 865181696 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:03:08Z : PB = 865181696 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:03:08Z : PB = 865181696 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:03:08Z : PB = 865181696 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:03:08Z : PB = 865824768 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:03:08Z : PB = 865824768 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:03:08Z : PB = 865824768 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:03:08Z : PB = 872984576 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:03:08Z : PB = 872984576 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:03:08Z : PB = 872984576 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:03:08Z : PB = 872984576 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:03:08Z : PB = 872984576 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:03:09Z : PB = 810041344 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:03:09Z : PB = 810041344 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:03:09Z : PB = 810041344 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:03:09Z : PB = 812666880 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:03:09Z : PB = 812666880 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:03:09Z : PB = 812666880 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:03:09Z : PB = 812666880 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:03:09Z : PB = 812666880 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:03:09Z : PB = 812666880 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:03:09Z : PB = 812666880 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:03:09Z : PB = 812666880 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:03:09Z : PB = 810045440 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:03:09Z : PB = 810045440 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:03:09Z : PB = 810045440 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:03:09Z : PB = 810045440 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:03:09Z : PB = 810045440 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:03:09Z : PB = 810045440 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:03:09Z : PB = 810045440 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:03:09Z : PB = 810045440 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:03:09Z : PB = 813199360 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:03:09Z : PB = 813199360 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:03:09Z : PB = 813199360 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:03:09Z : PB = 813199360 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:03:09Z : PB = 813199360 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:03:09Z : PB = 813199360 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:03:09Z : PB = 813199360 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:03:09Z : PB = 813199360 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:03:09Z : PB = 816922624 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:03:09Z : PB = 816922624 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:03:09Z : PB = 816922624 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
